salary,rent,food,entertainment,utilities,transportation,insurance,savings,subscriptions,travels,emi,future_expense_target
129963,35237,7478,4813,14866,12780,4321,3112,2657,5649,37716,132804.45734456557
20528,29441,17723,14293,7026,1554,6073,7188,408,27682,18377,134390.8888568422
128806,35398,3233,10987,5967,14328,2368,19206,3999,24583,31946,156119.52044361745
181386,39638,27866,3969,6956,17623,3372,19683,1287,5771,21873,150050.18474476296
122979,6364,17302,14713,6403,9181,8151,44167,2971,14462,23064,151833.0062763063
169119,15203,1923,7630,5932,1900,8779,30489,2429,3551,6381,86049.17045749958
39748,15639,28343,4249,12732,7708,7604,13310,4141,12563,39615,153096.136840679
55109,4413,7261,12355,2726,8582,4232,19875,3195,25725,20469,111133.75909954205
33919,34017,25955,12080,13952,9507,4405,15525,4425,20419,15050,159984.92954191202
67498,18569,4374,13870,10706,19982,5762,14150,3319,29262,28031,153951.44464916366
75808,19219,28318,985,1499,4222,8816,39068,676,7426,14425,126492.29652246855
90441,6054,2123,14985,2657,17551,731,26048,4092,5377,25925,110661.23759485703
133843,5350,16708,2878,1389,2548,4707,35436,1655,2037,13367,87154.34684665906
94420,27667,16888,13367,13757,4020,5796,38509,1983,1368,9652,135500.71134537284
179978,44881,15377,4501,823,7163,8875,25378,4244,6528,14199,137602.2250671069
127447,29629,22725,12687,2874,6980,9406,21913,2015,7197,13077,130539.61510110313
86896,21883,6597,4897,7725,816,2167,26161,4610,7501,37258,124237.03529242029
123431,14373,19165,11756,3846,15478,2455,14943,37,26320,35840,149368.20323923207
173018,27074,23419,17564,12087,321,5432,18415,4206,13204,38211,165350.05202940272
67020,40577,12035,3422,909,14474,3838,20006,2993,27,17762,118837.41034209091
42161,30474,2513,2980,13829,14549,2628,7919,1825,23386,33639,140419.96394076585
47738,29691,1410,15714,5833,17776,8734,26586,2453,3666,20844,135926.8461765605
154997,38928,15847,5889,11407,11746,3728,45496,2364,627,16538,157509.7098891442
159535,11161,9193,19849,8573,14272,8729,17268,2987,26178,25268,150547.6695689759
77153,38727,17566,15872,9087,17947,1940,3337,3020,27319,21861,160738.0677723057
81009,46449,13803,11110,12776,11731,386,24561,2282,16178,27454,173790.7059170391
107938,26990,14923,12133,5351,1429,7629,26860,1661,23986,36655,162258.9487042052
119546,14941,15505,4833,11894,13878,8799,12824,3233,9659,1645,99212.407315614
192624,45315,9671,2841,9028,9319,8100,34609,2959,18729,419,143425.8352619583
76271,22335,2445,10526,2401,15909,1733,35972,3921,212,10513,110352.1971556082
29797,37474,1193,5381,12889,5203,9353,27254,4014,17142,518,125743.76710032305
106130,31037,17717,7715,8774,2987,6012,11788,1968,9435,34678,136307.64135545006
91942,37555,24660,16434,8370,7628,2456,11739,333,10138,23518,146163.5829440049
138065,7405,16397,11852,1161,9456,9093,23189,268,3054,36752,123455.39941524384
33965,38154,26394,6747,1089,6081,9382,634,2442,28526,4168,126952.72955668002
33733,45093,16962,19055,7474,3947,5838,36540,4653,22943,34278,201389.2378793624
147182,30993,12277,14319,9994,3282,5983,17617,2321,16530,20786,135494.6431641261
177998,22774,12520,5246,572,7681,388,18412,2263,22294,12499,106712.64313599057
179855,43496,18430,8718,7472,6882,4777,40813,2704,9320,20869,170081.4809483029
103360,7639,11533,12485,575,16226,6298,18378,2980,9936,32966,121883.11345479255
187466,38703,26613,6465,7353,4390,6418,26046,2459,10192,12829,145213.43123807752
128378,38459,1109,18088,14427,15936,1053,47686,130,28609,4952,175052.00639705028
48287,39062,15984,19478,2934,16870,7347,46469,4587,24726,23631,204538.70229542637
102104,23077,19709,9883,6078,11387,6549,22920,3190,4333,6043,115287.57155900015
181508,6828,29577,16667,8440,5176,4663,27625,749,27509,37726,171279.4988132552
106916,30026,13853,2029,13682,11731,7342,44030,2491,5891,36904,171744.13810381593
23188,25553,22420,3260,11607,2073,5929,29128,2468,4689,22054,130874.73597362479
111205,47034,29301,17572,9069,3659,2347,38976,269,28564,13107,192817.3491233674
117349,42176,1268,14466,13141,15630,8856,25149,1238,26598,6732,159539.31325837507
157837,4958,14410,964,2540,17272,1224,17219,304,13038,28148,103462.90403538481
161879,42949,2202,13541,9374,5964,2886,27782,4899,25361,2896,142751.83667294437
30204,32966,12728,14667,14487,5304,8100,36799,1066,26815,23420,181269.16808583165
62120,47715,25544,19170,8242,8962,843,27865,4231,8294,37701,194569.48794629323
122903,37673,19009,11255,2563,19564,4583,41870,1786,23499,3136,168353.23399303653
173730,44122,27489,7240,773,18196,2461,36779,458,12126,8970,163101.19179722157
57081,34040,23545,8476,13498,13764,9124,13838,4101,15643,5176,146344.30174625563
54986,13760,29763,8920,6641,6607,6387,42987,2892,2046,16884,142313.65055671046
99322,5571,22584,17124,879,17640,8591,25534,2094,19403,30981,153315.21493531464
114819,9235,16408,15378,10032,2186,999,20310,2736,21793,36158,137859.97401192415
150015,48851,8042,13675,5953,896,8298,45040,1265,7433,30142,172274.4209111508
70304,4351,15312,16193,10490,5167,4425,2722,1306,1550,37901,101310.69253178062
85592,14032,11709,12925,7223,3161,9783,3479,1372,15259,10625,90707.8205820745
78548,38694,22439,19472,3712,6534,5319,39615,3454,6218,21046,169286.67717046748
118447,31911,4568,3053,12841,1633,8456,6471,2943,1208,13799,88404.75688760578
59986,10508,14967,2972,14872,7727,5459,161,2437,17890,4791,82699.89976052675
94095,32874,15619,15227,7270,15897,1403,21099,3304,5638,26511,151753.4234402548
111594,4081,5556,18145,13957,15347,2365,9636,3787,28963,23545,126943.72967682566
108281,13971,6616,4205,10060,13714,4789,3694,1613,9105,24035,94142.71267268542
86151,32209,6315,12461,11717,11524,2581,4749,2279,17262,759,103708.56112736245
93598,7999,11197,7772,13052,13123,3364,5770,3065,12596,10129,89089.98134631751
48214,32499,26203,1886,5125,19240,9957,41349,4084,23510,27517,196918.1853581554
58745,48326,5971,16508,1581,5542,9297,31327,4044,21717,16319,163982.412413279
193620,41381,3114,16519,7956,11204,4360,37491,2392,20626,1710,149109.18024083012
161753,18873,22686,17491,14161,6974,4979,41445,307,27362,38969,196195.44897465466
158056,45752,1911,19845,8620,16021,9058,6217,375,7260,7439,125505.62427591755
178651,21162,28965,5517,11824,2566,6678,43721,4476,5021,24362,158819.4450262093
110810,34087,8390,19471,8182,5818,9475,3283,4127,6690,6198,110327.66583476787
178471,32514,6053,3282,8225,678,4957,12101,2722,5232,11039,89487.5583300182
182553,10596,11857,10049,12496,736,3682,30412,2506,7939,27542,120505.35489982377
20944,20298,24035,5741,11003,979,3442,10699,3459,16688,29480,130396.40603582596
113993,14785,25085,6250,4627,9427,3750,18141,604,443,5137,89499.56697795556
29114,2995,12543,1806,8331,13427,6033,24455,4359,6667,27248,110557.03532488526
59846,2591,3426,16701,3197,9298,407,32502,1363,18845,5325,95984.9877610322
52596,41141,11248,14011,9632,9978,8744,24465,467,7574,10127,139466.89951051952
124087,39142,1331,6465,7000,12597,4041,40550,667,8465,12619,136708.7400800424
26907,46979,14926,463,13347,12865,5653,21721,2227,11513,12986,147233.04827964722
179186,48194,10142,10408,1070,16831,445,35748,3149,21224,19784,168832.9286570383
45009,33124,7285,8709,4439,11771,7066,1187,1417,5579,38320,124271.56826189048
104846,19132,9045,3827,14947,12031,4212,26300,3419,16107,39047,152711.16585348867
70241,32229,11467,14347,2216,16450,243,45009,4503,22290,13026,163405.19193238238
186797,7859,25184,16541,5756,17909,6553,45681,3727,26711,10495,169833.65455360842
38996,40218,17727,14764,12798,12858,8450,42790,4143,6446,26351,189876.12859476169
157119,21901,23031,16459,5601,4903,3456,29779,4538,23928,39979,178418.53401303504
48767,47128,2117,11882,8525,13005,8701,47345,1853,29735,2808,175981.3292235194
36347,15715,14494,9988,8670,5503,6124,33457,215,22620,39584,163895.46449116585
122063,41356,27493,18954,6833,10374,1189,31145,4806,29373,17271,196393.7302396793
44102,18230,20289,6401,6180,17444,2821,15010,2029,1642,10239,102759.82347071369
24263,49255,2301,3658,10963,16825,5552,23429,743,29832,20808,169005.55094332914
128585,2459,6552,4929,6215,8779,6218,30033,251,23523,23281,116870.86950588731
87438,25206,5343,5608,5606,1163,6637,29520,648,20151,20237,125405.15707800756
116359,31272,23604,5927,570,18878,3815,31882,1068,24155,20556,168483.6696891812
181612,22698,2384,14256,1228,5684,3915,17725,1781,27688,27033,130077.87280511463
150251,15993,10625,3153,6648,854,8378,5212,3597,7082,21021,85538.70664205286
191915,14096,20566,5066,12734,2636,9194,23778,3057,23540,31202,148544.23925382577
47690,19163,15497,19899,1908,17525,2498,46843,3526,20093,11206,162783.00277959806
22994,3228,16911,12806,12250,8510,1591,33003,1029,1233,34586,129816.9668993295
123533,15990,1046,211,3270,2864,6993,9060,1781,20344,33265,95859.36279294646
87546,22465,21572,16606,3344,18642,5612,13126,2007,21563,20306,149986.11703783236
158449,41207,25217,4391,7865,11678,9542,49657,859,19226,9751,187905.55670124688
98572,35413,23125,16843,994,7622,6871,26961,3360,23975,34377,181370.67825332188
46467,12396,4104,3518,11504,12219,3899,26726,3466,16494,25584,125314.78428218949
151120,6526,24415,18125,3462,1049,9191,40937,4565,3213,31157,148923.68794249013
188050,48614,24633,3212,10030,9321,1347,48073,4830,3078,15591,176618.080430003
67606,8657,3805,5415,5391,6790,2091,29312,2132,9036,11799,88498.06502361891
118112,6355,4346,12356,10418,13089,7526,23199,2891,23955,19251,125324.53380962303
93414,33538,14198,6574,10321,1494,6938,45131,661,25424,32080,182495.6245187291
113145,36452,3579,10299,11685,7589,9392,45632,2326,16754,21699,168103.56198441947
68115,11753,24507,916,6772,7867,1010,16064,2925,4565,20377,101448.7334619488
109606,34487,13797,15367,8988,1697,6036,42700,2486,17439,17318,166593.49666933308
60647,9069,1772,11746,11141,16196,4230,3749,3524,447,4862,68003.1986647333
74607,8816,28820,5703,12322,10859,6614,46580,150,7657,23969,156515.13555351782
41996,20949,29368,6722,4343,16375,9772,39786,3157,3226,28046,168136.81217425686
103697,2595,7207,13496,11948,17153,3575,15426,4209,29661,16437,123767.25971488033
66022,16790,28346,10437,11511,5567,7882,12835,3917,11512,5662,119752.30575119244
60148,18669,26711,4923,6528,7139,1086,43794,3315,24807,16209,157841.4351997855
87764,2106,29629,16479,3852,11065,2284,37685,4171,29197,17732,158053.45176441694
111901,31416,15743,4740,2427,8634,6529,49536,3402,20093,17058,164823.54170907507
110724,18184,20957,9196,12110,6187,2750,43235,4497,19980,11182,153740.51950561898
144766,37847,10634,12440,14186,9159,7269,4475,446,20977,17753,138197.26705508464
28888,16224,18509,3968,14076,12055,1194,19716,2866,14063,2542,108689.8873163532
190231,19770,22851,19750,5755,1713,5056,36761,3883,10167,26589,155995.01540447515
193269,27903,24139,8402,14464,17932,4737,17240,628,9580,32854,162318.50429610768
118941,13784,2950,2832,9925,10336,9801,22773,4106,6341,32172,116937.12536355981
175546,29691,6005,6218,10702,4969,1004,38081,3770,21703,35124,162065.51589609068
37333,39675,13710,6300,13294,15546,5427,35632,2909,10290,39958,191746.07774088762
56355,41139,27417,11495,1046,18683,1163,11162,3783,25346,17899,164552.34729831546
149686,26879,12693,12868,9340,14196,3410,6909,1729,13200,30237,134808.31654311734
182217,5081,2159,8663,10976,10804,6184,22072,4912,26967,8674,109404.80998636135
123170,42416,2666,3935,14115,778,5895,12672,480,19372,24620,132840.8780866471
95675,40221,15249,12497,7690,15170,9960,45544,4522,21038,38038,216834.13029165898
87664,2032,24806,13723,3433,9715,6908,6699,4616,28735,27895,130168.70011958134
106153,9669,26608,14606,12610,17218,6159,16020,1542,24306,2323,136702.62113465852
113616,9718,25510,3434,14403,15932,2831,21629,512,26028,22895,145600.4750002154
55285,39375,29912,11487,12724,14857,1445,47299,3027,20985,3742,187453.77142352102
168605,8327,22602,18169,7424,13092,5799,45172,496,1957,9594,134865.23395472084
183696,8577,7207,11227,3836,1653,8576,18236,4839,2595,16013,84259.49263758995
66996,12858,8306,6076,6450,4951,4396,27791,4723,4299,27366,108865.80137565963
66947,2411,26734,5181,9723,18581,9390,25617,267,1710,8448,112203.7802841076
179028,5943,3323,5683,2092,16739,4235,7715,4764,24663,3938,80013.45467783716
71030,15412,9808,1243,10140,15876,9099,15019,3596,8189,3177,93180.35092608635
62443,47151,15180,3996,14985,1641,545,37482,3838,6463,36107,171219.7502734105
148344,34730,17722,17351,1120,11905,7643,28548,1993,10633,16600,153717.81393170802
85464,17171,17494,3900,11355,1258,6901,41927,4225,8877,7607,123861.58980732571
148019,15666,9843,18884,13482,1842,570,24388,2037,5398,6857,103050.7529327006
155024,22831,22972,3713,13028,14616,6534,31586,4429,736,33489,157389.4481961275
140454,10970,19480,13382,14765,4463,5932,36171,3809,18566,3541,134256.29878202092
144444,33092,25523,6771,12010,11620,333,37673,3793,9766,36923,182576.34317133733
132175,47590,17461,11302,8002,11093,2660,35690,3949,9448,37914,192264.79372053896
62460,10878,14436,15988,2710,15582,2969,13645,716,25326,3113,108023.84245428964
173868,34827,6010,16208,3567,4002,1718,1807,2185,2267,17843,93195.67740540669
182818,33126,8605,10175,14092,923,5961,29182,3135,21383,23162,153518.28295655633
20015,31542,10645,12950,13286,8447,2862,28612,4040,15779,7523,140033.7870528904
69757,8050,22146,11372,8044,6908,6952,14436,247,4015,28742,112348.12170571924
177029,39328,8956,3578,12622,9644,756,41050,3903,6460,16419,146113.1247779918
101541,2816,10909,16569,5568,334,4160,27442,285,16952,14847,101656.5630003942
41292,45475,19414,18489,2516,3604,649,12324,482,21486,18040,146615.913474994
142694,36154,17849,7860,5083,942,3094,28631,3116,529,6623,110981.05320560077
182948,17217,23629,1854,13338,17799,8367,47206,2330,23835,8207,170519.9631798189
67046,15343,8437,8863,4985,10882,5135,18361,1704,24326,16916,120341.93868448286
34817,10357,28335,11511,1644,11270,1595,43362,2170,24981,7004,147486.6116929729
29759,45053,25687,5457,3788,15861,8077,14233,2040,3909,27743,154632.53240501104
199504,18836,12109,7914,9123,4025,4036,2894,4952,4689,14175,84193.36945929751
26412,28173,20897,3949,7158,3429,5395,1131,2850,13670,31693,121432.20256393855
40504,35439,27116,11488,12796,1076,5869,35696,4625,16091,39723,195496.30189963817
128500,21826,2278,4294,1516,9079,7506,38573,2716,7885,29643,127366.82457000866
28507,37214,5102,8788,580,1840,3552,11937,2141,3675,5224,83203.54304613607
41050,43800,27261,10882,8117,3985,8768,38520,1560,2316,3943,153620.95168135018
155892,23345,28049,871,692,4981,9416,21274,2948,25584,11797,130369.99026750609
158907,42724,11947,5875,8637,1976,985,34861,3897,27593,12808,154246.9748530461
120153,47762,6403,1931,12007,5422,3152,19595,3809,28270,13071,148294.91962384843
33587,12397,19700,16291,2659,4105,4602,38354,2188,2864,34453,140543.12011146807
77732,31828,27152,4871,3157,4232,5878,27528,4063,24720,18952,157578.08179855943
71921,10061,28211,1080,9207,5323,7223,13254,1461,25300,29577,135507.45941298036
196571,39591,6620,9917,7468,5069,2120,28789,1069,11894,24128,138884.38181983115
137734,2179,26120,17616,5025,13410,6858,40435,3961,21664,16406,158059.93544409986
150104,20447,26719,10056,5423,1026,1281,10878,1516,6069,12649,98803.84385504595
157912,29269,20556,10371,12772,16329,7866,43495,40,23594,8343,174711.7062025859
51440,26546,7530,9107,2581,7216,8279,42459,2264,8030,29873,149856.34640836436
55183,42089,13762,9477,7647,10625,3577,6746,428,25859,15758,140588.0776630568
116172,23995,1459,8932,2332,13706,1113,9511,4146,19790,18193,107535.1463349739
153461,43271,7892,16020,13540,8931,7038,5753,4144,24646,436,133190.18843358103
134515,9296,7262,18552,10960,11996,447,10391,4514,11144,3957,90744.98809063954
143183,29321,19640,6078,13727,12306,1792,14805,4288,23674,17308,147824.48752063626
86299,8995,6491,14177,3713,7550,9271,28000,3342,9049,28905,123156.0659811088
135503,39045,24861,4247,14923,14447,8142,35192,3474,11227,12387,173144.32867881432
59023,23229,24091,19411,1403,1786,3793,48274,4755,14031,11534,159432.3945811956
59941,47386,27279,13136,8811,7516,4450,43928,281,12125,21346,189508.0236333056
141677,7011,4956,252,6622,13584,5008,25494,972,21637,2262,89554.08658804561
96054,19190,27815,2307,13681,6458,3606,32692,1018,5401,37018,153751.94338131638
85363,8403,1764,16677,11082,12716,1028,7556,2075,18495,7610,90998.47406214845
81742,38773,10938,10588,9494,859,9621,13667,3560,12782,4448,116713.27605946966
65215,41085,24683,4498,2277,16047,2946,41481,4438,3870,23813,170594.13269758827
67857,28921,9145,4897,2921,7053,8274,40101,2522,4926,4598,117007.9979951038
75476,4979,13197,13836,5622,11266,6064,26709,2859,28773,13218,131450.75608309763
179245,15164,14446,16056,8935,14088,655,2807,512,7282,19171,102550.34052737354
160467,37605,10495,19332,12054,8362,6896,15970,2238,6777,845,123248.8594122805
79768,34423,4619,2609,5855,11249,5916,40523,378,7839,33606,150456.70735460284
123591,39777,8852,1311,2499,14663,4462,24799,2023,6852,4429,113203.63466656573
66229,8020,21332,19164,3597,13990,290,90,2523,2912,11704,86227.51871533343
177711,21243,28543,4841,841,4957,5962,20080,1115,9403,8929,110653.67137496381
131706,2477,25185,18506,13675,15759,1604,31148,1072,21859,9146,143109.87797200246
82583,10102,17821,15670,1730,16969,3472,38693,850,22771,18331,148172.97784512505
179996,34498,23259,7840,2221,3922,7699,14434,2468,11929,22005,132336.24893625753
146011,27933,6586,3642,12982,13877,4474,34065,1479,17194,30156,158238.84693905516
50104,30362,8203,11990,9389,944,1763,16185,2199,16423,21986,120932.56799926759
57594,48579,1530,4795,9713,8543,2527,38185,61,1248,16806,133489.32401594616
23664,42724,29310,9080,10646,14788,6987,27107,1812,23406,23618,194606.59950743138
30528,30603,28982,15957,9191,5662,6481,21080,4852,3891,33712,165003.92374660505
179262,7578,24700,3263,8763,12064,9268,28914,4368,16295,32161,150200.63900310284
148404,32044,11091,961,12980,865,9351,49149,3184,6966,5985,137284.8953042836
52899,44306,28773,9803,12419,4719,1734,36338,168,16636,26010,185195.81565527906
